cell_id,Library,Well,Hours,Media,Mapped.Fragments
CELL_1598,LIB_1598,WELL_1598,24,DM,2910317
CELL_1599,LIB_1599,WELL_1599,48,GM,3375829
CELL_1600,LIB_1600,WELL_1600,72,DM,4342573
CELL_1601,LIB_1601,WELL_1601,0,GM,4385315
CELL_1602,LIB_1602,WELL_1602,24,DM,2121771
CELL_1603,LIB_1603,WELL_1603,48,GM,1617581
CELL_1604,LIB_1604,WELL_1604,72,DM,1480023
CELL_1605,LIB_1605,WELL_1605,0,GM,1825925
CELL_1606,LIB_1606,WELL_1606,24,DM,3078672
CELL_1607,LIB_1607,WELL_1607,48,GM,1875119
CELL_1608,LIB_1608,WELL_1608,72,DM,4195017
CELL_1609,LIB_1609,WELL_1609,0,GM,2767852
CELL_1610,LIB_1610,WELL_1610,24,DM,4653193
CELL_1611,LIB_1611,WELL_1611,48,GM,2479050
CELL_1612,LIB_1612,WELL_1612,72,DM,3774481
CELL_1613,LIB_1613,WELL_1613,0,GM,3528652
CELL_1614,LIB_1614,WELL_1614,24,DM,3283498
CELL_1615,LIB_1615,WELL_1615,48,GM,2828182
CELL_1616,LIB_1616,WELL_1616,72,DM,1760191
CELL_1617,LIB_1617,WELL_1617,0,GM,4532269
CELL_1618,LIB_1618,WELL_1618,24,DM,3690645
CELL_1619,LIB_1619,WELL_1619,48,GM,2760791
CELL_1620,LIB_1620,WELL_1620,72,DM,3345517
CELL_1621,LIB_1621,WELL_1621,0,GM,3836942
CELL_1622,LIB_1622,WELL_1622,24,DM,3910281
CELL_1623,LIB_1623,WELL_1623,48,GM,2397975
CELL_1624,LIB_1624,WELL_1624,72,DM,1397570
CELL_1625,LIB_1625,WELL_1625,0,GM,2528463
CELL_1626,LIB_1626,WELL_1626,24,DM,1882223
CELL_1627,LIB_1627,WELL_1627,48,GM,4464805
CELL_1628,LIB_1628,WELL_1628,72,DM,1772480
CELL_1629,LIB_1629,WELL_1629,0,GM,2944462
CELL_1630,LIB_1630,WELL_1630,24,DM,1940429
CELL_1631,LIB_1631,WELL_1631,48,GM,1623659
CELL_1632,LIB_1632,WELL_1632,72,DM,2207075
CELL_1633,LIB_1633,WELL_1633,0,GM,3937989
CELL_1634,LIB_1634,WELL_1634,24,DM,4167632
CELL_1635,LIB_1635,WELL_1635,48,GM,4997143
CELL_1636,LIB_1636,WELL_1636,72,DM,1700264
CELL_1637,LIB_1637,WELL_1637,0,GM,1956332
CELL_1638,LIB_1638,WELL_1638,24,DM,2353436
CELL_1639,LIB_1639,WELL_1639,48,GM,3499765
CELL_1640,LIB_1640,WELL_1640,72,DM,2518884
CELL_1641,LIB_1641,WELL_1641,0,GM,4614876
CELL_1642,LIB_1642,WELL_1642,24,DM,2508730
CELL_1643,LIB_1643,WELL_1643,48,GM,3964557
CELL_1644,LIB_1644,WELL_1644,72,DM,2130816
CELL_1645,LIB_1645,WELL_1645,0,GM,1867452
CELL_1646,LIB_1646,WELL_1646,24,DM,2937601
CELL_1647,LIB_1647,WELL_1647,48,GM,3154475
CELL_1648,LIB_1648,WELL_1648,72,DM,3792045
CELL_1649,LIB_1649,WELL_1649,0,GM,4208050
CELL_1650,LIB_1650,WELL_1650,24,DM,4849534
CELL_1651,LIB_1651,WELL_1651,48,GM,4641310
CELL_1652,LIB_1652,WELL_1652,72,DM,4243193
CELL_1653,LIB_1653,WELL_1653,0,GM,1995793
CELL_1654,LIB_1654,WELL_1654,24,DM,3292386
CELL_1655,LIB_1655,WELL_1655,48,GM,2775627
CELL_1656,LIB_1656,WELL_1656,72,DM,4430173
CELL_1657,LIB_1657,WELL_1657,0,GM,3169973
CELL_1658,LIB_1658,WELL_1658,24,DM,3202463
CELL_1659,LIB_1659,WELL_1659,48,GM,1444390
CELL_1660,LIB_1660,WELL_1660,72,DM,1264258
CELL_1661,LIB_1661,WELL_1661,0,GM,2664150
CELL_1662,LIB_1662,WELL_1662,24,DM,1466799
CELL_1663,LIB_1663,WELL_1663,48,GM,4328857
CELL_1664,LIB_1664,WELL_1664,72,DM,2496729
CELL_1665,LIB_1665,WELL_1665,0,GM,4404197
CELL_1666,LIB_1666,WELL_1666,24,DM,2046868
CELL_1667,LIB_1667,WELL_1667,48,GM,1461607
CELL_1668,LIB_1668,WELL_1668,72,DM,1622321
CELL_1669,LIB_1669,WELL_1669,0,GM,4618580
CELL_1670,LIB_1670,WELL_1670,24,DM,4620420
CELL_1671,LIB_1671,WELL_1671,48,GM,4161140
CELL_1672,LIB_1672,WELL_1672,72,DM,4604625
CELL_1673,LIB_1673,WELL_1673,0,GM,1864139
CELL_1674,LIB_1674,WELL_1674,24,DM,4093464
CELL_1675,LIB_1675,WELL_1675,48,GM,1545460
CELL_1676,LIB_1676,WELL_1676,72,DM,3579861
CELL_1677,LIB_1677,WELL_1677,0,GM,4447770
CELL_1678,LIB_1678,WELL_1678,24,DM,1415399
CELL_1679,LIB_1679,WELL_1679,48,GM,4989641
CELL_1680,LIB_1680,WELL_1680,72,DM,4689091
CELL_1681,LIB_1681,WELL_1681,0,GM,4096996
CELL_1682,LIB_1682,WELL_1682,24,DM,4919892
CELL_1683,LIB_1683,WELL_1683,48,GM,4377092
CELL_1684,LIB_1684,WELL_1684,72,DM,2967418
CELL_1685,LIB_1685,WELL_1685,0,GM,3834976
CELL_1686,LIB_1686,WELL_1686,24,DM,4734659
CELL_1687,LIB_1687,WELL_1687,48,GM,1627390
CELL_1688,LIB_1688,WELL_1688,72,DM,3082734
CELL_1689,LIB_1689,WELL_1689,0,GM,2699598
CELL_1690,LIB_1690,WELL_1690,24,DM,4295686
CELL_1691,LIB_1691,WELL_1691,48,GM,4640951
CELL_1692,LIB_1692,WELL_1692,72,DM,1428787
CELL_1693,LIB_1693,WELL_1693,0,GM,3948816
CELL_1694,LIB_1694,WELL_1694,24,DM,4733353
CELL_1695,LIB_1695,WELL_1695,48,GM,4964635
CELL_1696,LIB_1696,WELL_1696,72,DM,1238652
CELL_1697,LIB_1697,WELL_1697,0,GM,3959432
CELL_1698,LIB_1698,WELL_1698,24,DM,3828393
CELL_1699,LIB_1699,WELL_1699,48,GM,1958954
CELL_1700,LIB_1700,WELL_1700,72,DM,3515703
CELL_1701,LIB_1701,WELL_1701,0,GM,4736003
CELL_1702,LIB_1702,WELL_1702,24,DM,3960590
CELL_1703,LIB_1703,WELL_1703,48,GM,2671433
CELL_1704,LIB_1704,WELL_1704,72,DM,3146626
CELL_1705,LIB_1705,WELL_1705,0,GM,1466061
CELL_1706,LIB_1706,WELL_1706,24,DM,3961812
CELL_1707,LIB_1707,WELL_1707,48,GM,2870046
CELL_1708,LIB_1708,WELL_1708,72,DM,1677957
CELL_1709,LIB_1709,WELL_1709,0,GM,1632633
CELL_1710,LIB_1710,WELL_1710,24,DM,1102379
CELL_1711,LIB_1711,WELL_1711,48,GM,2284549
CELL_1712,LIB_1712,WELL_1712,72,DM,2351062
CELL_1713,LIB_1713,WELL_1713,0,GM,2078163
CELL_1714,LIB_1714,WELL_1714,24,DM,4476733
CELL_1715,LIB_1715,WELL_1715,48,GM,4642728
CELL_1716,LIB_1716,WELL_1716,72,DM,3956558
CELL_1717,LIB_1717,WELL_1717,0,GM,1925265
CELL_1718,LIB_1718,WELL_1718,24,DM,1276549
CELL_1719,LIB_1719,WELL_1719,48,GM,2426007
CELL_1720,LIB_1720,WELL_1720,72,DM,4833850
CELL_1721,LIB_1721,WELL_1721,0,GM,2305917
CELL_1722,LIB_1722,WELL_1722,24,DM,2734785
CELL_1723,LIB_1723,WELL_1723,48,GM,2589779
CELL_1724,LIB_1724,WELL_1724,72,DM,1389477
CELL_1725,LIB_1725,WELL_1725,0,GM,3823551
CELL_1726,LIB_1726,WELL_1726,24,DM,2501102
CELL_1727,LIB_1727,WELL_1727,48,GM,3263126
CELL_1728,LIB_1728,WELL_1728,72,DM,3925521
CELL_1729,LIB_1729,WELL_1729,0,GM,1213748
CELL_1730,LIB_1730,WELL_1730,24,DM,3804194
CELL_1731,LIB_1731,WELL_1731,48,GM,4904708
CELL_1732,LIB_1732,WELL_1732,72,DM,3604254
CELL_1733,LIB_1733,WELL_1733,0,GM,2585837
CELL_1734,LIB_1734,WELL_1734,24,DM,3139002
CELL_1735,LIB_1735,WELL_1735,48,GM,1929468
CELL_1736,LIB_1736,WELL_1736,72,DM,3815615
CELL_1737,LIB_1737,WELL_1737,0,GM,2476969
CELL_1738,LIB_1738,WELL_1738,24,DM,1640278
CELL_1739,LIB_1739,WELL_1739,48,GM,2700804
CELL_1740,LIB_1740,WELL_1740,72,DM,2562177
CELL_1741,LIB_1741,WELL_1741,0,GM,2726127
CELL_1742,LIB_1742,WELL_1742,24,DM,1602968
CELL_1743,LIB_1743,WELL_1743,48,GM,2353847
CELL_1744,LIB_1744,WELL_1744,72,DM,2226826
CELL_1745,LIB_1745,WELL_1745,0,GM,1451970
CELL_1746,LIB_1746,WELL_1746,24,DM,2879945
CELL_1747,LIB_1747,WELL_1747,48,GM,3732888
CELL_1748,LIB_1748,WELL_1748,72,DM,2151335
CELL_1749,LIB_1749,WELL_1749,0,GM,2709992
CELL_1750,LIB_1750,WELL_1750,24,DM,1483009
CELL_1751,LIB_1751,WELL_1751,48,GM,2804919
CELL_1752,LIB_1752,WELL_1752,72,DM,1864881
CELL_1753,LIB_1753,WELL_1753,0,GM,4346156
CELL_1754,LIB_1754,WELL_1754,24,DM,2802293
CELL_1755,LIB_1755,WELL_1755,48,GM,1390282
CELL_1756,LIB_1756,WELL_1756,72,DM,1219431
CELL_1757,LIB_1757,WELL_1757,0,GM,2676044
CELL_1758,LIB_1758,WELL_1758,24,DM,2950436
CELL_1759,LIB_1759,WELL_1759,48,GM,4258066
CELL_1760,LIB_1760,WELL_1760,72,DM,1783826
CELL_1761,LIB_1761,WELL_1761,0,GM,4309494
CELL_1762,LIB_1762,WELL_1762,24,DM,3586394
CELL_1763,LIB_1763,WELL_1763,48,GM,2085255
CELL_1764,LIB_1764,WELL_1764,72,DM,2476287
CELL_1765,LIB_1765,WELL_1765,0,GM,4648875
CELL_1766,LIB_1766,WELL_1766,24,DM,2746456
CELL_1767,LIB_1767,WELL_1767,48,GM,3419999
CELL_1768,LIB_1768,WELL_1768,72,DM,4397336
CELL_1769,LIB_1769,WELL_1769,0,GM,1873041
CELL_1770,LIB_1770,WELL_1770,24,DM,1463233
CELL_1771,LIB_1771,WELL_1771,48,GM,4504613
CELL_1772,LIB_1772,WELL_1772,72,DM,2201822
CELL_1773,LIB_1773,WELL_1773,0,GM,1433019
CELL_1774,LIB_1774,WELL_1774,24,DM,3765408
CELL_1775,LIB_1775,WELL_1775,48,GM,2797966
CELL_1776,LIB_1776,WELL_1776,72,DM,1719600
CELL_1777,LIB_1777,WELL_1777,0,GM,3784861
CELL_1778,LIB_1778,WELL_1778,24,DM,1473849
CELL_1779,LIB_1779,WELL_1779,48,GM,4782355
CELL_1780,LIB_1780,WELL_1780,72,DM,1449850
CELL_1781,LIB_1781,WELL_1781,0,GM,2417143
CELL_1782,LIB_1782,WELL_1782,24,DM,4921070
CELL_1783,LIB_1783,WELL_1783,48,GM,4833375
CELL_1784,LIB_1784,WELL_1784,72,DM,2819716
CELL_1785,LIB_1785,WELL_1785,0,GM,1163245
CELL_1786,LIB_1786,WELL_1786,24,DM,2734235
CELL_1787,LIB_1787,WELL_1787,48,GM,1091042
CELL_1788,LIB_1788,WELL_1788,72,DM,3379897
CELL_1789,LIB_1789,WELL_1789,0,GM,4203846
CELL_1790,LIB_1790,WELL_1790,24,DM,1753990
CELL_1791,LIB_1791,WELL_1791,48,GM,3174267
CELL_1792,LIB_1792,WELL_1792,72,DM,1423938
CELL_1793,LIB_1793,WELL_1793,0,GM,1362863
CELL_1794,LIB_1794,WELL_1794,24,DM,3966501
CELL_1795,LIB_1795,WELL_1795,48,GM,4872410
CELL_1796,LIB_1796,WELL_1796,72,DM,1338421
CELL_1797,LIB_1797,WELL_1797,0,GM,4809373
CELL_1798,LIB_1798,WELL_1798,24,DM,3824784
CELL_1799,LIB_1799,WELL_1799,48,GM,3009134
CELL_1800,LIB_1800,WELL_1800,72,DM,1722261
CELL_1801,LIB_1801,WELL_1801,0,GM,2967812
CELL_1802,LIB_1802,WELL_1802,24,DM,4891574
CELL_1803,LIB_1803,WELL_1803,48,GM,4626311
CELL_1804,LIB_1804,WELL_1804,72,DM,1163275
CELL_1805,LIB_1805,WELL_1805,0,GM,2999399
CELL_1806,LIB_1806,WELL_1806,24,DM,2124174
CELL_1807,LIB_1807,WELL_1807,48,GM,4802078
CELL_1808,LIB_1808,WELL_1808,72,DM,4923565
CELL_1809,LIB_1809,WELL_1809,0,GM,3301273
CELL_1810,LIB_1810,WELL_1810,24,DM,3287198
CELL_1811,LIB_1811,WELL_1811,48,GM,4631730
CELL_1812,LIB_1812,WELL_1812,72,DM,4079136
CELL_1813,LIB_1813,WELL_1813,0,GM,4934323
CELL_1814,LIB_1814,WELL_1814,24,DM,3684255
CELL_1815,LIB_1815,WELL_1815,48,GM,1603999
CELL_1816,LIB_1816,WELL_1816,72,DM,1114384
CELL_1817,LIB_1817,WELL_1817,0,GM,1268095
CELL_1818,LIB_1818,WELL_1818,24,DM,1724405
CELL_1819,LIB_1819,WELL_1819,48,GM,3355593
CELL_1820,LIB_1820,WELL_1820,72,DM,2563258
CELL_1821,LIB_1821,WELL_1821,0,GM,4596541
CELL_1822,LIB_1822,WELL_1822,24,DM,1368474
CELL_1823,LIB_1823,WELL_1823,48,GM,2126595
CELL_1824,LIB_1824,WELL_1824,72,DM,4630740
CELL_1825,LIB_1825,WELL_1825,0,GM,4381521
CELL_1826,LIB_1826,WELL_1826,24,DM,3251179
CELL_1827,LIB_1827,WELL_1827,48,GM,1893392
CELL_1828,LIB_1828,WELL_1828,72,DM,1524199
CELL_1829,LIB_1829,WELL_1829,0,GM,4860738
CELL_1830,LIB_1830,WELL_1830,24,DM,4919181
CELL_1831,LIB_1831,WELL_1831,48,GM,3029065
CELL_1832,LIB_1832,WELL_1832,72,DM,2667012
CELL_1833,LIB_1833,WELL_1833,0,GM,4574485
CELL_1834,LIB_1834,WELL_1834,24,DM,4835016
CELL_1835,LIB_1835,WELL_1835,48,GM,1157750
CELL_1836,LIB_1836,WELL_1836,72,DM,3400483
CELL_1837,LIB_1837,WELL_1837,0,GM,4655844
CELL_1838,LIB_1838,WELL_1838,24,DM,2312511
CELL_1839,LIB_1839,WELL_1839,48,GM,3817315
CELL_1840,LIB_1840,WELL_1840,72,DM,4932169
CELL_1841,LIB_1841,WELL_1841,0,GM,4485351
CELL_1842,LIB_1842,WELL_1842,24,DM,4960546
CELL_1843,LIB_1843,WELL_1843,48,GM,3229761
CELL_1844,LIB_1844,WELL_1844,72,DM,3604621
CELL_1845,LIB_1845,WELL_1845,0,GM,2813552
CELL_1846,LIB_1846,WELL_1846,24,DM,4535886
CELL_1847,LIB_1847,WELL_1847,48,GM,4832761
CELL_1848,LIB_1848,WELL_1848,72,DM,3463372
CELL_1849,LIB_1849,WELL_1849,0,GM,4764533
CELL_1850,LIB_1850,WELL_1850,24,DM,3929420
CELL_1851,LIB_1851,WELL_1851,48,GM,1820498
CELL_1852,LIB_1852,WELL_1852,72,DM,4084192
CELL_1853,LIB_1853,WELL_1853,0,GM,2301386
CELL_1854,LIB_1854,WELL_1854,24,DM,4130815
CELL_1855,LIB_1855,WELL_1855,48,GM,4332973
CELL_1856,LIB_1856,WELL_1856,72,DM,4321288
CELL_1857,LIB_1857,WELL_1857,0,GM,3859463
CELL_1858,LIB_1858,WELL_1858,24,DM,4494566
CELL_1859,LIB_1859,WELL_1859,48,GM,2265950
CELL_1860,LIB_1860,WELL_1860,72,DM,1379303
CELL_1861,LIB_1861,WELL_1861,0,GM,4223727
CELL_1862,LIB_1862,WELL_1862,24,DM,4804302
CELL_1863,LIB_1863,WELL_1863,48,GM,3626548
CELL_1864,LIB_1864,WELL_1864,72,DM,4361766
CELL_1865,LIB_1865,WELL_1865,0,GM,4351650
CELL_1866,LIB_1866,WELL_1866,24,DM,4991234
CELL_1867,LIB_1867,WELL_1867,48,GM,2840470
CELL_1868,LIB_1868,WELL_1868,72,DM,2269869
CELL_1869,LIB_1869,WELL_1869,0,GM,1169015
CELL_1870,LIB_1870,WELL_1870,24,DM,3224210
CELL_1871,LIB_1871,WELL_1871,48,GM,4435497
CELL_1872,LIB_1872,WELL_1872,72,DM,1873759
CELL_1873,LIB_1873,WELL_1873,0,GM,1883039
CELL_1874,LIB_1874,WELL_1874,24,DM,3600923
CELL_1875,LIB_1875,WELL_1875,48,GM,1732582
CELL_1876,LIB_1876,WELL_1876,72,DM,4492472
CELL_1877,LIB_1877,WELL_1877,0,GM,3035288
CELL_1878,LIB_1878,WELL_1878,24,DM,3411985
CELL_1879,LIB_1879,WELL_1879,48,GM,3096969
CELL_1880,LIB_1880,WELL_1880,72,DM,2302374
CELL_1881,LIB_1881,WELL_1881,0,GM,4222046
CELL_1882,LIB_1882,WELL_1882,24,DM,2367521
CELL_1883,LIB_1883,WELL_1883,48,GM,1315337
CELL_1884,LIB_1884,WELL_1884,72,DM,2943717
CELL_1885,LIB_1885,WELL_1885,0,GM,2444935
CELL_1886,LIB_1886,WELL_1886,24,DM,2738421
CELL_1887,LIB_1887,WELL_1887,48,GM,4423395
CELL_1888,LIB_1888,WELL_1888,72,DM,2778449
CELL_1889,LIB_1889,WELL_1889,0,GM,2851281
CELL_1890,LIB_1890,WELL_1890,24,DM,2822961
CELL_1891,LIB_1891,WELL_1891,48,GM,1004477
CELL_1892,LIB_1892,WELL_1892,72,DM,4109488
CELL_1893,LIB_1893,WELL_1893,0,GM,3592707
CELL_1894,LIB_1894,WELL_1894,24,DM,3059616
CELL_1895,LIB_1895,WELL_1895,48,GM,3074335
CELL_1896,LIB_1896,WELL_1896,72,DM,4164298
CELL_1897,LIB_1897,WELL_1897,0,GM,2033251
CELL_1898,LIB_1898,WELL_1898,24,DM,1668784
CELL_1899,LIB_1899,WELL_1899,48,GM,3066057
CELL_1900,LIB_1900,WELL_1900,72,DM,3497687
CELL_1901,LIB_1901,WELL_1901,0,GM,2008828
CELL_1902,LIB_1902,WELL_1902,24,DM,1390697
CELL_1903,LIB_1903,WELL_1903,48,GM,3521212
CELL_1904,LIB_1904,WELL_1904,72,DM,3378497
CELL_1905,LIB_1905,WELL_1905,0,GM,4909962
CELL_1906,LIB_1906,WELL_1906,24,DM,1041688
CELL_1907,LIB_1907,WELL_1907,48,GM,4493745
CELL_1908,LIB_1908,WELL_1908,72,DM,4272569
CELL_1909,LIB_1909,WELL_1909,0,GM,3947348
CELL_1910,LIB_1910,WELL_1910,24,DM,2796829
CELL_1911,LIB_1911,WELL_1911,48,GM,4648562
CELL_1912,LIB_1912,WELL_1912,72,DM,4698350
CELL_1913,LIB_1913,WELL_1913,0,GM,1368887
CELL_1914,LIB_1914,WELL_1914,24,DM,2409755
CELL_1915,LIB_1915,WELL_1915,48,GM,4851596
CELL_1916,LIB_1916,WELL_1916,72,DM,4069899
CELL_1917,LIB_1917,WELL_1917,0,GM,1017358
CELL_1918,LIB_1918,WELL_1918,24,DM,3576223
CELL_1919,LIB_1919,WELL_1919,48,GM,4627672
CELL_1920,LIB_1920,WELL_1920,72,DM,4998675
CELL_1921,LIB_1921,WELL_1921,0,GM,3284288
CELL_1922,LIB_1922,WELL_1922,24,DM,1828020
CELL_1923,LIB_1923,WELL_1923,48,GM,3206019
CELL_1924,LIB_1924,WELL_1924,72,DM,1768205
CELL_1925,LIB_1925,WELL_1925,0,GM,4579425
CELL_1926,LIB_1926,WELL_1926,24,DM,2208332
CELL_1927,LIB_1927,WELL_1927,48,GM,1243069
CELL_1928,LIB_1928,WELL_1928,72,DM,4320866
CELL_1929,LIB_1929,WELL_1929,0,GM,1674888
CELL_1930,LIB_1930,WELL_1930,24,DM,4922782
CELL_1931,LIB_1931,WELL_1931,48,GM,4987122
CELL_1932,LIB_1932,WELL_1932,72,DM,2822195
CELL_1933,LIB_1933,WELL_1933,0,GM,2441219
CELL_1934,LIB_1934,WELL_1934,24,DM,4721812
CELL_1935,LIB_1935,WELL_1935,48,GM,2079602
CELL_1936,LIB_1936,WELL_1936,72,DM,4644274
CELL_1937,LIB_1937,WELL_1937,0,GM,2670863
CELL_1938,LIB_1938,WELL_1938,24,DM,1382636
CELL_1939,LIB_1939,WELL_1939,48,GM,3219974
CELL_1940,LIB_1940,WELL_1940,72,DM,4021059
CELL_1941,LIB_1941,WELL_1941,0,GM,1833706
CELL_1942,LIB_1942,WELL_1942,24,DM,3438515
CELL_1943,LIB_1943,WELL_1943,48,GM,1371000
CELL_1944,LIB_1944,WELL_1944,72,DM,4176507
CELL_1945,LIB_1945,WELL_1945,0,GM,2649427
CELL_1946,LIB_1946,WELL_1946,24,DM,4744168
CELL_1947,LIB_1947,WELL_1947,48,GM,3151329
CELL_1948,LIB_1948,WELL_1948,72,DM,1956782
CELL_1949,LIB_1949,WELL_1949,0,GM,3358587
CELL_1950,LIB_1950,WELL_1950,24,DM,1839593
CELL_1951,LIB_1951,WELL_1951,48,GM,1681601
CELL_1952,LIB_1952,WELL_1952,72,DM,4308767
CELL_1953,LIB_1953,WELL_1953,0,GM,1886506
CELL_1954,LIB_1954,WELL_1954,24,DM,1452628
CELL_1955,LIB_1955,WELL_1955,48,GM,1733170
CELL_1956,LIB_1956,WELL_1956,72,DM,1738570
CELL_1957,LIB_1957,WELL_1957,0,GM,3455128
CELL_1958,LIB_1958,WELL_1958,24,DM,4514396
CELL_1959,LIB_1959,WELL_1959,48,GM,4987414
CELL_1960,LIB_1960,WELL_1960,72,DM,1782104
CELL_1961,LIB_1961,WELL_1961,0,GM,2947896
CELL_1962,LIB_1962,WELL_1962,24,DM,4291845
CELL_1963,LIB_1963,WELL_1963,48,GM,2106523
CELL_1964,LIB_1964,WELL_1964,72,DM,3591104
CELL_1965,LIB_1965,WELL_1965,0,GM,2973651
CELL_1966,LIB_1966,WELL_1966,24,DM,2878650
CELL_1967,LIB_1967,WELL_1967,48,GM,3750574
CELL_1968,LIB_1968,WELL_1968,72,DM,4206735
CELL_1969,LIB_1969,WELL_1969,0,GM,4578912
CELL_1970,LIB_1970,WELL_1970,24,DM,1849462
CELL_1971,LIB_1971,WELL_1971,48,GM,3395180
CELL_1972,LIB_1972,WELL_1972,72,DM,4365927
CELL_1973,LIB_1973,WELL_1973,0,GM,1361019
CELL_1974,LIB_1974,WELL_1974,24,DM,4565895
CELL_1975,LIB_1975,WELL_1975,48,GM,2081782
CELL_1976,LIB_1976,WELL_1976,72,DM,1543998
CELL_1977,LIB_1977,WELL_1977,0,GM,4644393
CELL_1978,LIB_1978,WELL_1978,24,DM,4769347
CELL_1979,LIB_1979,WELL_1979,48,GM,4839108
CELL_1980,LIB_1980,WELL_1980,72,DM,3770958
CELL_1981,LIB_1981,WELL_1981,0,GM,2837044
CELL_1982,LIB_1982,WELL_1982,24,DM,2206146
CELL_1983,LIB_1983,WELL_1983,48,GM,2461542
CELL_1984,LIB_1984,WELL_1984,72,DM,1912365
CELL_1985,LIB_1985,WELL_1985,0,GM,1712509
CELL_1986,LIB_1986,WELL_1986,24,DM,3715144
CELL_1987,LIB_1987,WELL_1987,48,GM,2200292
CELL_1988,LIB_1988,WELL_1988,72,DM,1147922
CELL_1989,LIB_1989,WELL_1989,0,GM,4216461
CELL_1990,LIB_1990,WELL_1990,24,DM,1402329
CELL_1991,LIB_1991,WELL_1991,48,GM,2976569
CELL_1992,LIB_1992,WELL_1992,72,DM,3676797
CELL_1993,LIB_1993,WELL_1993,0,GM,1210746
CELL_1994,LIB_1994,WELL_1994,24,DM,2167920
CELL_1995,LIB_1995,WELL_1995,48,GM,3920727
CELL_1996,LIB_1996,WELL_1996,72,DM,3703175
CELL_1997,LIB_1997,WELL_1997,0,GM,4362978
CELL_1998,LIB_1998,WELL_1998,24,DM,1802395
CELL_1999,LIB_1999,WELL_1999,48,GM,2103219
CELL_2000,LIB_2000,WELL_2000,72,DM,2564914
CELL_2001,LIB_2001,WELL_2001,0,GM,3252935
CELL_2002,LIB_2002,WELL_2002,24,DM,4718557
CELL_2003,LIB_2003,WELL_2003,48,GM,2139631
CELL_2004,LIB_2004,WELL_2004,72,DM,3916446
CELL_2005,LIB_2005,WELL_2005,0,GM,1022421
CELL_2006,LIB_2006,WELL_2006,24,DM,4305526
CELL_2007,LIB_2007,WELL_2007,48,GM,3982360
CELL_2008,LIB_2008,WELL_2008,72,DM,4418354
CELL_2009,LIB_2009,WELL_2009,0,GM,2508470
CELL_2010,LIB_2010,WELL_2010,24,DM,4287164
CELL_2011,LIB_2011,WELL_2011,48,GM,3415238
CELL_2012,LIB_2012,WELL_2012,72,DM,3562688
CELL_2013,LIB_2013,WELL_2013,0,GM,3448625
CELL_2014,LIB_2014,WELL_2014,24,DM,3262964
CELL_2015,LIB_2015,WELL_2015,48,GM,2646760
CELL_2016,LIB_2016,WELL_2016,72,DM,4218090
CELL_2017,LIB_2017,WELL_2017,0,GM,2794178
CELL_2018,LIB_2018,WELL_2018,24,DM,1256372
CELL_2019,LIB_2019,WELL_2019,48,GM,3484958
CELL_2020,LIB_2020,WELL_2020,72,DM,3111405
CELL_2021,LIB_2021,WELL_2021,0,GM,2120430
CELL_2022,LIB_2022,WELL_2022,24,DM,1364025
CELL_2023,LIB_2023,WELL_2023,48,GM,1299181
CELL_2024,LIB_2024,WELL_2024,72,DM,2824468
CELL_2025,LIB_2025,WELL_2025,0,GM,4504275
CELL_2026,LIB_2026,WELL_2026,24,DM,4839175
CELL_2027,LIB_2027,WELL_2027,48,GM,4084500
CELL_2028,LIB_2028,WELL_2028,72,DM,4807735
CELL_2029,LIB_2029,WELL_2029,0,GM,1015870
CELL_2030,LIB_2030,WELL_2030,24,DM,2226243
CELL_2031,LIB_2031,WELL_2031,48,GM,4229760
CELL_2032,LIB_2032,WELL_2032,72,DM,2668444
CELL_2033,LIB_2033,WELL_2033,0,GM,1880488
CELL_2034,LIB_2034,WELL_2034,24,DM,2863007
CELL_2035,LIB_2035,WELL_2035,48,GM,1508626
CELL_2036,LIB_2036,WELL_2036,72,DM,2045917
CELL_2037,LIB_2037,WELL_2037,0,GM,4274167
CELL_2038,LIB_2038,WELL_2038,24,DM,1860335
CELL_2039,LIB_2039,WELL_2039,48,GM,3433183
CELL_2040,LIB_2040,WELL_2040,72,DM,4074298
CELL_2041,LIB_2041,WELL_2041,0,GM,1539907
CELL_2042,LIB_2042,WELL_2042,24,DM,4162780
CELL_2043,LIB_2043,WELL_2043,48,GM,1020695
CELL_2044,LIB_2044,WELL_2044,72,DM,1752737
CELL_2045,LIB_2045,WELL_2045,0,GM,4865907
CELL_2046,LIB_2046,WELL_2046,24,DM,1559908
CELL_2047,LIB_2047,WELL_2047,48,GM,4488971
CELL_2048,LIB_2048,WELL_2048,72,DM,3490219
CELL_2049,LIB_2049,WELL_2049,0,GM,1133192
CELL_2050,LIB_2050,WELL_2050,24,DM,4164209
CELL_2051,LIB_2051,WELL_2051,48,GM,3975386
CELL_2052,LIB_2052,WELL_2052,72,DM,4390304
CELL_2053,LIB_2053,WELL_2053,0,GM,1121532
CELL_2054,LIB_2054,WELL_2054,24,DM,1552198
CELL_2055,LIB_2055,WELL_2055,48,GM,3531620
CELL_2056,LIB_2056,WELL_2056,72,DM,2405041
CELL_2057,LIB_2057,WELL_2057,0,GM,4940301
CELL_2058,LIB_2058,WELL_2058,24,DM,1101282
CELL_2059,LIB_2059,WELL_2059,48,GM,4818329
CELL_2060,LIB_2060,WELL_2060,72,DM,2822141
CELL_2061,LIB_2061,WELL_2061,0,GM,4406869
CELL_2062,LIB_2062,WELL_2062,24,DM,2223106
