gene1	gene2
G1559	G4112
G1559	G4116
G1559	G4148
G1559	G4160
G1559	G4165
G1559	G4176
G1559	G4183
G1559	G4189
G1559	G4190
G1559	G420
G1559	G4200
G1559	G4219
G1559	G4223
G1559	G4249
G1559	G4254
G1559	G4272
G1559	G4285
G1559	G4300
G1559	G4301
G1559	G4314
G1559	G4322
G1559	G4335
G1559	G4353
G1559	G4378
G1559	G4388
G1559	G4406
G1559	G4440
G1559	G4467
G1559	G4473
G1559	G4475
G1559	G4480
G1559	G4486
G1559	G486
G1559	G489
G1559	G499
G1559	G519
G1559	G522
G1559	G562
G1559	G598
G1559	G599
G1559	G603
G1559	G657
G1559	G716
G1559	G753
G1559	G755
G1559	G770
G1559	G788
G1559	G801
G1559	G804
G1559	G809
G1559	G810
G1559	G826
G1559	G845
G1559	G856
G1559	G865
G1559	G87
G1559	G882
G1559	G900
G1559	G943
G1559	G951
G1559	G960
G1559	G992
G1559	G997
G156	G1679
G156	G1721
G156	G1726
G156	G1727
G156	G1748
G156	G1799
G156	G1813
G156	G1817
G156	G1820
G156	G1838
G156	G1864
G156	G1867
G156	G1878
G156	G1888
G156	G1902
G156	G1911
G156	G1944
G156	G1964
G156	G199
G156	G1996
G156	G2005
G156	G2029
G156	G2049
G156	G2052
G156	G206
G156	G21
G156	G2124
G156	G2131
G156	G2132
G156	G2141
G156	G2145
G156	G2151
G156	G2162
G156	G217
G156	G2186
G156	G2198
G156	G2218
G156	G2240
G156	G2251
G156	G2288
G156	G2290
G156	G2306
G156	G231
G156	G2337
G156	G236
G156	G2403
G156	G2405
G156	G2414
G156	G2428
G156	G244
G156	G2454
G156	G2503
G156	G2517
G156	G2552
G156	G2556
G156	G2577
G156	G263
G156	G2635
G156	G2686
G156	G2691
G156	G2702
G156	G276
G156	G2827
G156	G2843
G156	G2859
G156	G287
G156	G292
G156	G2925
G156	G2998
G156	G3007
G156	G3016
G156	G3082
G156	G3100
G156	G3107
G156	G3123
G156	G3148
G156	G3255
G156	G3266
G156	G3317
G156	G3388
G156	G3389
G156	G3409
G156	G3478
G156	G35
G156	G3500
G156	G3501
G156	G3508
G156	G3525
G156	G3537
G156	G3544
G156	G3545
G156	G3580
G156	G3669
G156	G3696
G156	G37
G156	G3709
G156	G3713
G156	G372
G156	G3726
G156	G3744
G156	G3876
G156	G3897
G156	G392
G156	G3920
G156	G3934
G156	G3946
G156	G401
G156	G4023
G156	G4031
G156	G406
G156	G4061
G156	G409
G156	G4093
G156	G4108
G156	G412
G156	G415
G156	G4151
G156	G4156
G156	G4233
G156	G424
G156	G4250
G156	G4260
G156	G4294
G156	G4321
G156	G4330
G156	G4333
G156	G4359
G156	G4412
G156	G4433
G156	G4455
G156	G4468
G156	G4469
G156	G4471
G156	G4474
G156	G4500
G156	G468
G156	G477
G156	G514
G156	G52
G156	G520
G156	G526
G156	G563
G156	G567
G156	G579
G156	G614
G156	G641
G156	G654
G156	G739
G156	G751
G156	G758
G156	G768
G156	G772
G156	G808
G156	G825
G156	G833
G156	G885
G156	G894
G156	G928
G156	G981
G156	G983
G156	G987
G156	G990
G1560	G1606
G1560	G1617
G1560	G1621
G1560	G1651
G1560	G1698
G1560	G1714
G1560	G1749
G1560	G1759
G1560	G1763
G1560	G1780
G1560	G1784
G1560	G1813
G1560	G1816
G1560	G1821
G1560	G1880
G1560	G1914
G1560	G1925
G1560	G199
G1560	G2049
G1560	G2050
G1560	G2057
G1560	G2063
G1560	G2079
G1560	G2082
G1560	G2085
G1560	G2086
G1560	G2124
G1560	G2159
G1560	G2160
G1560	G2161
G1560	G2165
G1560	G2177
G1560	G2184
G1560	G2186
G1560	G2213
G1560	G2226
G1560	G2241
G1560	G2247
G1560	G2248
G1560	G2259
G1560	G2285
G1560	G23
G1560	G2308
G1560	G2322
G1560	G2329
G1560	G2335
G1560	G2338
G1560	G2357
G1560	G2364
G1560	G24
G1560	G2402
G1560	G2405
G1560	G2418
G1560	G242
G1560	G2452
G1560	G2476
G1560	G2485
G1560	G2495
G1560	G2509
G1560	G2544
G1560	G2579
G1560	G2591
G1560	G2616
G1560	G2643
G1560	G2644
G1560	G2675
G1560	G2683
G1560	G2684
G1560	G2704
G1560	G2716
G1560	G2732
G1560	G2751
G1560	G2771
G1560	G2794
G1560	G2797
G1560	G2798
G1560	G2811
G1560	G2819
G1560	G2826
G1560	G2850
G1560	G2853
G1560	G2859
G1560	G2874
G1560	G2877
G1560	G2888
G1560	G2890
G1560	G2896
G1560	G2902
G1560	G2915
G1560	G2927
G1560	G2938
G1560	G2955
G1560	G2975
G1560	G2982
G1560	G2993
G1560	G3014
G1560	G3040
G1560	G3102
G1560	G3103
G1560	G3136
G1560	G3143
G1560	G3168
G1560	G3178
G1560	G3193
G1560	G3197
G1560	G3215
G1560	G3280
G1560	G3285
G1560	G3289
G1560	G3300
G1560	G3312
G1560	G3322
G1560	G3332
G1560	G3340
G1560	G3342
G1560	G336
G1560	G3393
G1560	G3414
G1560	G3420
G1560	G3439
G1560	G348
G1560	G3501
G1560	G3517
G1560	G3555
G1560	G3565
G1560	G3566
G1560	G3571
G1560	G3580
G1560	G3593
G1560	G3594
G1560	G3631
G1560	G365
G1560	G3659
G1560	G3663
G1560	G3677
G1560	G3682
G1560	G3684
G1560	G3686
G1560	G3690
G1560	G3693
G1560	G3696
G1560	G3715
G1560	G3718
G1560	G3791
G1560	G3802
G1560	G3818
G1560	G3826
G1560	G3830
G1560	G3853
G1560	G386
G1560	G3860
G1560	G3869
G1560	G387
G1560	G3889
G1560	G3919
G1560	G3941
G1560	G3945
G1560	G3947
G1560	G395
G1560	G3975
G1560	G3981
G1560	G399
G1560	G401
G1560	G4026
G1560	G4077
G1560	G4088
G1560	G4092
G1560	G4095
G1560	G4116
G1560	G412
G1560	G4142
G1560	G4148
G1560	G4160
G1560	G4165
G1560	G4176
G1560	G4183
G1560	G4189
G1560	G420
G1560	G4200
G1560	G4223
G1560	G4238
G1560	G4249
G1560	G4254
G1560	G4265
G1560	G4272
G1560	G4285
G1560	G4300
G1560	G4301
G1560	G4314
G1560	G4322
G1560	G4388
G1560	G4406
G1560	G4423
G1560	G4433
G1560	G4461
G1560	G4467
G1560	G4473
G1560	G4475
G1560	G4480
G1560	G4486
G1560	G451
G1560	G459
G1560	G472
G1560	G486
G1560	G489
G1560	G499
G1560	G519
G1560	G562
G1560	G564
G1560	G569
G1560	G585
G1560	G599
G1560	G629
G1560	G654
G1560	G657
G1560	G675
G1560	G716
G1560	G753
G1560	G770
G1560	G785
G1560	G788
G1560	G804
G1560	G809
G1560	G810
G1560	G826
G1560	G827
G1560	G828
G1560	G843
G1560	G845
G1560	G853
G1560	G856
G1560	G87
G1560	G882
G1560	G890
G1560	G894
G1560	G900
G1560	G982
G1560	G992
G1561	G1574
G1561	G1679
G1561	G1820
G1561	G2335
G1561	G2686
G1561	G2882
G1561	G2954
G1561	G3164
G1561	G3227
G1561	G3501
G1561	G3541
G1561	G3760
G1561	G3809
G1561	G4087
G1561	G429
G1562	G1596
G1562	G3275
G1562	G3391
G1562	G3699
G1562	G3808
G1562	G731
G1563	G168
G1563	G1733
G1563	G1808
G1563	G2263
G1563	G2588
G1563	G2840
G1563	G2903
G1563	G305
G1563	G3061
G1563	G3273
G1563	G3280
G1563	G3386
G1563	G3476
G1563	G3724
G1563	G3797
G1563	G3863
G1563	G575
G1563	G624
G1563	G642
G1565	G1598
G1565	G1614
G1565	G1617
G1565	G1621
G1565	G1624
G1565	G1651
G1565	G1659
G1565	G1692
G1565	G1729
G1565	G1736
G1565	G1749
G1565	G1760
G1565	G1770
G1565	G1775
G1565	G1780
G1565	G1822
G1565	G1834
G1565	G1845
G1565	G1857
G1565	G1879
G1565	G1958
G1565	G1976
G1565	G2022
G1565	G2050
G1565	G2057
G1565	G2063
G1565	G2076
G1565	G2082
G1565	G2085
G1565	G2086
G1565	G2089
G1565	G2116
G1565	G2165
G1565	G2177
G1565	G2187
G1565	G2190
G1565	G2208
G1565	G2226
G1565	G2241
G1565	G2248
G1565	G2256
G1565	G2259
G1565	G2285
G1565	G2320
G1565	G2329
G1565	G2338
G1565	G2344
G1565	G2346
G1565	G2360
G1565	G2364
G1565	G2390
G1565	G2401
G1565	G2402
G1565	G2418
G1565	G2446
G1565	G2452
G1565	G2476
G1565	G2485
G1565	G2516
G1565	G2579
G1565	G2586
G1565	G2591
G1565	G260
G1565	G2605
G1565	G2643
G1565	G2662
G1565	G2732
G1565	G2771
G1565	G2798
G1565	G2811
G1565	G2816
G1565	G2831
G1565	G2896
G1565	G2938
G1565	G2955
G1565	G2982
G1565	G3
G1565	G3023
G1565	G3025
G1565	G3050
G1565	G3097
G1565	G3111
G1565	G3113
G1565	G3152
G1565	G3178
G1565	G3193
G1565	G3215
G1565	G3219
G1565	G3247
G1565	G325
G1565	G3289
G1565	G3303
G1565	G3309
G1565	G3327
G1565	G3335
G1565	G336
G1565	G3419
G1565	G3424
G1565	G3436
G1565	G3459
G1565	G3517
G1565	G3535
G1565	G3543
G1565	G3552
G1565	G3565
G1565	G365
G1565	G3654
G1565	G3657
G1565	G3663
G1565	G3670
G1565	G3677
G1565	G3690
G1565	G3715
G1565	G3716
G1565	G3720
G1565	G3762
G1565	G3818
G1565	G3830
G1565	G3836
G1565	G3837
G1565	G3861
G1565	G3869
G1565	G3889
G1565	G3909
G1565	G394
G1565	G3949
G1565	G3981
G1565	G399
G1565	G3990
G1565	G4007
G1565	G4062
G1565	G407
G1565	G4075
G1565	G4165
G1565	G4169
G1565	G4176
G1565	G4183
G1565	G4189
G1565	G4190
G1565	G4200
G1565	G4212
G1565	G423
G1565	G4241
G1565	G4254
G1565	G4272
G1565	G4295
G1565	G4301
G1565	G4314
G1565	G4405
G1565	G4414
G1565	G4421
G1565	G4447
G1565	G4467
G1565	G4473
G1565	G455
G1565	G499
G1565	G513
G1565	G55
G1565	G550
G1565	G657
G1565	G716
G1565	G725
G1565	G738
G1565	G762
G1565	G801
G1565	G804
G1565	G810
G1565	G882
G1565	G918
G1565	G943
G1565	G958
G1566	G1624
G1566	G1676
G1566	G1692
G1566	G1729
G1566	G1736
G1566	G1834
G1566	G1879
G1566	G1920
G1566	G1958
G1566	G2187
G1566	G2208
G1566	G2234
G1566	G2282
G1566	G2346
G1566	G2371
G1566	G2406
G1566	G2420
G1566	G2653
G1566	G2675
G1566	G2781
G1566	G2831
G1566	G2938
G1566	G3020
G1566	G3270
G1566	G3391
G1566	G3535
G1566	G3654
G1566	G3688
G1566	G3699
G1566	G3706
G1566	G3715
G1566	G3720
G1566	G3970
G1566	G4024
G1566	G4062
G1566	G4075
G1566	G4171
G1566	G4172
G1566	G4190
G1566	G4202
G1566	G4214
G1566	G4287
G1566	G437
G1566	G455
G1566	G473
G1566	G575
G1566	G628
G1566	G668
G1566	G674
G1566	G724
G1566	G725
G1566	G731
G1566	G732
G1566	G805
G1566	G918
G1568	G2084
G1568	G2439
G1568	G3026
G1568	G3170
G1568	G3533
G1568	G3794
G1568	G3877
G1568	G964
G1570	G1584
G1570	G1918
G1570	G2084
G1570	G2810
G1570	G2942
G1570	G2948
G1570	G3412
G1570	G3479
G1570	G3822
G1571	G1721
G1571	G1748
G1571	G1795
G1571	G1799
G1571	G1838
G1571	G1996
G1571	G2145
G1571	G2240
G1571	G236
G1571	G3112
G1571	G3536
G1571	G3544
G1571	G3709
G1571	G3870
G1571	G3897
G1571	G4031
G1571	G4151
G1571	G4239
G1571	G4294
G1571	G468
G1571	G758
G1571	G937
G1572	G1922
G1572	G2200
G1572	G2508
G1573	G580
G1573	G740
G1574	G1779
G1574	G1862
G1574	G1960
G1574	G2084
G1574	G2149
G1574	G2448
G1574	G2810
G1574	G2882
G1574	G3404
G1574	G3541
G1574	G3678
G1574	G3809
G1574	G4087
G1574	G4126
G1574	G4441
G1575	G158
G1575	G1624
G1575	G1635
G1575	G1712
G1575	G1817
G1575	G1820
G1575	G1821
G1575	G184
G1575	G1853
G1575	G1945
G1575	G1955
G1575	G1996
G1575	G200
G1575	G2005
G1575	G2019
G1575	G2039
G1575	G206
G1575	G2223
G1575	G2230
G1575	G2295
G1575	G2320
G1575	G2351
G1575	G236
G1575	G2415
G1575	G2425
G1575	G2539
G1575	G2574
G1575	G2667
G1575	G2706
G1575	G2771
G1575	G2790
G1575	G2867
G1575	G2888
G1575	G2995
G1575	G3041
G1575	G3068
G1575	G3103
G1575	G3106
G1575	G3127
G1575	G3168
G1575	G3232
G1575	G3264
G1575	G3388
G1575	G3392
G1575	G3405
G1575	G3423
G1575	G3536
G1575	G3537
G1575	G3555
G1575	G3645
G1575	G3666
G1575	G3669
G1575	G3694
G1575	G3713
G1575	G3752
G1575	G3774
G1575	G3796
G1575	G3855
G1575	G3897
G1575	G3923
G1575	G3946
G1575	G3989
G1575	G4004
G1575	G4031
G1575	G4032
G1575	G4104
G1575	G412
G1575	G4151
G1575	G4245
G1575	G4264
G1575	G4273
G1575	G4275
G1575	G4291
G1575	G4321
G1575	G4333
G1575	G4371
G1575	G4461
G1575	G4468
G1575	G5
G1575	G516
G1575	G553
G1575	G56
G1575	G586
G1575	G599
G1575	G625
G1575	G637
G1575	G75
G1575	G751
G1575	G758
G1575	G778
G1575	G843
G1575	G909
G1575	G921
G1575	G928
G1575	G933
G1575	G983
G1575	G993
G1576	G1581
G1576	G1615
G1576	G1623
G1576	G1632
G1576	G177
G1576	G1775
G1576	G1811
G1576	G1812
G1576	G1864
G1576	G1909
G1576	G2023
G1576	G2131
G1576	G2211
G1576	G2428
G1576	G2503
G1576	G2702
G1576	G2714
G1576	G292
G1576	G2925
G1576	G2935
G1576	G3101
G1576	G3113
G1576	G3168
G1576	G3249
G1576	G3805
G1576	G3876
G1576	G3893
G1576	G3934
G1576	G4043
G1576	G406
G1576	G4122
G1576	G4222
G1576	G4401
G1576	G4425
G1576	G449
G1576	G477
G1576	G515
G1576	G526
G1576	G834
G1576	G865
G1576	G885
G1576	G906
G1577	G1578
G1577	G1594
G1577	G1606
G1577	G1621
G1577	G168
G1577	G172
G1577	G1736
G1577	G1763
G1577	G1780
G1577	G1803
G1577	G1816
G1577	G1822
G1577	G183
G1577	G1913
G1577	G1978
G1577	G1987
G1577	G2049
G1577	G2085
G1577	G2086
G1577	G2090
G1577	G2200
G1577	G2239
G1577	G2329
G1577	G2344
G1577	G2405
G1577	G2432
G1577	G2528
G1577	G2543
G1577	G2579
G1577	G2582
G1577	G2593
G1577	G2644
G1577	G2653
G1577	G2675
G1577	G2716
G1577	G2771
G1577	G2819
G1577	G2840
G1577	G2850
G1577	G2877
G1577	G291
G1577	G2911
G1577	G2927
G1577	G2938
G1577	G2943
G1577	G2963
G1577	G2975
G1577	G3009
G1577	G301
G1577	G305
G1577	G3063
G1577	G3102
G1577	G3178
G1577	G3247
G1577	G3296
G1577	G331
G1577	G332
G1577	G3395
G1577	G3420
G1577	G3463
G1577	G3485
G1577	G3495
G1577	G3510
G1577	G3538
G1577	G3566
G1577	G3609
G1577	G3653
G1577	G3677
G1577	G3682
G1577	G3715
G1577	G3718
G1577	G3791
G1577	G3826
G1577	G3945
G1577	G3969
G1577	G3989
G1577	G4031
G1577	G4038
G1577	G4065
G1577	G4077
G1577	G4095
G1577	G4110
G1577	G4160
G1577	G4238
G1577	G4281
G1577	G4295
G1577	G4352
G1577	G437
G1577	G4409
G1577	G4466
G1577	G4491
G1577	G4499
G1577	G451
G1577	G473
G1577	G500
G1577	G575
G1577	G617
G1577	G628
G1577	G635
G1577	G675
G1577	G728
G1577	G750
G1577	G775
G1577	G794
G1577	G80
G1577	G809
G1577	G828
G1577	G846
G1577	G862
G1577	G87
G1578	G1687
G1578	G3562
G1578	G4345
G1578	G472
G1578	G521
G1578	G628
G1578	G702
G1579	G1639
G1579	G2480
G1579	G2520
G1579	G2562
G1579	G3506
G1579	G3814
G1579	G3841
G158	G1627
G158	G184
G158	G1868
G158	G2029
G158	G206
G158	G2113
G158	G236
G158	G2415
G158	G2454
G158	G2640
G158	G2815
G158	G2843
G158	G2867
G158	G2992
G158	G2995
G158	G301
G158	G3041
G158	G3068
G158	G3127
G158	G3405
G158	G3465
G158	G3536
G158	G3713
G158	G372
G158	G3724
G158	G3897
G158	G4004
G158	G4031
G158	G4104
G158	G4264
G158	G4273
G158	G4321
G158	G473
G158	G527
G158	G751
G158	G758
G158	G928
G158	G983
G1581	G1582
G1581	G1587
G1581	G1623
G1581	G1712
G1581	G1775
G1581	G1795
G1581	G1811
G1581	G1813
G1581	G1838
G1581	G1864
G1581	G1888
G1581	G1902
G1581	G1935
G1581	G2019
G1581	G2023
G1581	G2049
G1581	G2057
G1581	G2063
G1581	G2153
G1581	G2192
G1581	G2338
G1581	G2389
G1581	G2405
G1581	G2428
G1581	G2452
G1581	G2591
G1581	G2675
G1581	G2702
G1581	G2714
G1581	G2877
G1581	G2888
G1581	G291
G1581	G292
G1581	G2935
G1581	G2938
G1581	G2975
G1581	G3016
G1581	G3049
G1581	G3068
G1581	G3101
G1581	G3103
G1581	G3168
G1581	G321
G1581	G3211
G1581	G3280
G1581	G3300
G1581	G3381
G1581	G3405
G1581	G3544
G1581	G3565
G1581	G3669
G1581	G3782
G1581	G3855
G1581	G3893
G1581	G3907
G1581	G392
G1581	G393
G1581	G3945
G1581	G3947
G1581	G3993
G1581	G4031
G1581	G4043
G1581	G406
G1581	G4104
G1581	G4111
G1581	G412
G1581	G4137
G1581	G4160
G1581	G4179
G1581	G4223
G1581	G4231
G1581	G4321
G1581	G4371
G1581	G515
G1581	G526
G1581	G563
G1581	G801
G1581	G843
G1581	G87
G1581	G882
G1581	G885
G1581	G900
G1581	G906
G1581	G924
G1581	G933
G1581	G983
G1581	G987
G1581	G993
G1582	G1623
G1582	G1662
G1582	G1721
G1582	G1754
G1582	G177
G1582	G1775
G1582	G1795
G1582	G1811
G1582	G1813
G1582	G1838
G1582	G1864
G1582	G1869
G1582	G1888
G1582	G1902
G1582	G1996
G1582	G2005
G1582	G2049
G1582	G2124
G1582	G2131
G1582	G2132
G1582	G2162
G1582	G2186
G1582	G2198
G1582	G2240
G1582	G2242
G1582	G2251
G1582	G2306
G1582	G231
G1582	G2338
G1582	G236
G1582	G2405
G1582	G2428
G1582	G2503
G1582	G2517
G1582	G2552
G1582	G2574
G1582	G2593
G1582	G2672
G1582	G2684
G1582	G2702
G1582	G274
G1582	G2819
G1582	G2827
G1582	G2888
G1582	G292
G1582	G2925
G1582	G2935
G1582	G2995
G1582	G2998
G1582	G3003
G1582	G3007
G1582	G301
G1582	G3016
G1582	G3068
G1582	G3100
G1582	G3101
G1582	G3103
G1582	G3143
G1582	G3168
G1582	G3178
G1582	G3264
G1582	G3296
G1582	G3317
G1582	G3388
G1582	G3389
G1582	G3405
G1582	G3465
G1582	G35
G1582	G3537
G1582	G3544
G1582	G3580
G1582	G3645
G1582	G3669
G1582	G3687
G1582	G37
G1582	G3713
G1582	G3718
G1582	G372
G1582	G3722
G1582	G3782
G1582	G3805
G1582	G3812
G1582	G3855
G1582	G3876
G1582	G3897
G1582	G392
G1582	G3934
G1582	G3946
G1582	G3969
G1582	G3993
G1582	G4004
G1582	G4023
G1582	G4031
G1582	G4032
G1582	G4043
G1582	G406
G1582	G4061
G1582	G4104
G1582	G4108
G1582	G412
G1582	G4122
G1582	G4137
G1582	G4151
G1582	G4179
G1582	G4223
G1582	G4239
G1582	G424
G1582	G4245
G1582	G4260
G1582	G4275
G1582	G4294
G1582	G4321
G1582	G4359
G1582	G4371
G1582	G4377
G1582	G439
G1582	G4412
G1582	G4418
G1582	G4468
G1582	G52
G1582	G520
G1582	G526
G1582	G563
G1582	G567
G1582	G599
G1582	G629
G1582	G739
G1582	G751
G1582	G753
G1582	G758
G1582	G768
G1582	G772
G1582	G794
G1582	G833
G1582	G843
G1582	G885
G1582	G894
G1582	G921
G1582	G933
G1582	G983
G1582	G987
G1583	G4292
G1583	G744
G1584	G3822
G1584	G3996
G1585	G1619
G1585	G1851
G1585	G1927
G1585	G1951
G1585	G1952
G1585	G1966
G1585	G2053
G1585	G2178
G1585	G2219
G1585	G2289
G1585	G2343
G1585	G2482
G1585	G2617
G1585	G2622
G1585	G2673
G1585	G2689
G1585	G2752
G1585	G2866
G1585	G2956
G1585	G3092
G1585	G337
G1585	G3377
G1585	G3398
G1585	G3507
G1585	G3553
G1585	G3698
G1585	G3754
G1585	G3824
G1585	G3867
G1585	G3906
G1585	G4039
G1585	G4064
G1585	G4224
G1585	G4435
G1585	G4489
G1585	G4496
G1585	G501
G1585	G796
G1585	G93
G1586	G1719
G1586	G2000
G1586	G2805
G1586	G2916
G1586	G2989
G1586	G3768
G1586	G4270
G1587	G1623
G1587	G1690
G1587	G171
G1587	G1712
G1587	G1775
G1587	G1813
G1587	G1838
G1587	G1902
G1587	G1909
G1587	G1935
G1587	G1958
G1587	G2133
G1587	G2153
G1587	G2192
G1587	G2197
G1587	G2209
G1587	G2389
G1587	G2405
G1587	G2428
G1587	G2600
G1587	G2816
G1587	G2827
G1587	G2877
G1587	G2888
G1587	G2892
G1587	G2925
G1587	G3049
G1587	G3067
G1587	G3100
G1587	G3103
G1587	G3190
G1587	G3211
G1587	G3301
G1587	G3358
G1587	G3381
G1587	G3389
G1587	G3500
G1587	G3544
G1587	G3545
G1587	G3737
G1587	G3763
G1587	G3782
G1587	G3907
G1587	G4111
G1587	G4137
G1587	G4179
G1587	G4268
G1587	G4392
G1587	G4399
G1587	G4418
G1587	G449
G1587	G563
G1587	G622
G1587	G682
G1587	G834
G1587	G843
G1587	G865
G1587	G87
G1587	G906
G1587	G924
G1587	G987
G1588	G2251
G1588	G2742
G1588	G3782
G1589	G1639
G1589	G1830
G1589	G1846
G1589	G1874
G1589	G2237
G1589	G2303
G1589	G2440
G1589	G2562
G1589	G2602
G1589	G2886
G1589	G2968
G1589	G3271
G1589	G3471
G1589	G3506
G1589	G3814
G1589	G3938
G1589	G4057
G1589	G4251
G1589	G4389
G1589	G688
G1590	G2823
G1590	G3101
G1590	G321
G1590	G3713
G1590	G515
G1590	G933
G1591	G1849
G1591	G2239
G1591	G2508
G1591	G2830
G1591	G3135
G1591	G3854
G1591	G4281
G1591	G4352
G1591	G4449
G1591	G80
G1592	G2478
G1592	G3165
G1592	G358
G1593	G3005
G1593	G3299
G1594	G1913
G1594	G2090
G1594	G2138
G1594	G2432
G1594	G2840
G1594	G3009
G1594	G3102
G1594	G3273
G1594	G331
G1594	G3456
G1594	G3485
G1594	G3635
G1594	G3826
G1594	G3904
G1594	G4065
G1594	G4225
G1594	G4281
G1594	G4449
G1594	G575
G1594	G80
G1595	G2287
G1596	G1688
G1596	G2026
G1596	G2246
G1596	G2282
G1596	G3391
G1596	G4438
G1596	G455
G1598	G1659
G1598	G1692
G1598	G1770
G1598	G1780
G1598	G1822
G1598	G183
G1598	G1879
G1598	G1889
G1598	G1934
G1598	G1935
G1598	G1958
G1598	G1976
G1598	G1986
G1598	G202
G1598	G2077
G1598	G2082
G1598	G2086
G1598	G2089
G1598	G2146
G1598	G2204
G1598	G2208
G1598	G2226
G1598	G2256
G1598	G2259
G1598	G2329
G1598	G2338
G1598	G2344
G1598	G2390
G1598	G2402
G1598	G2418
G1598	G2446
G1598	G2452
G1598	G2516
G1598	G2579
G1598	G2586
G1598	G2633
G1598	G2643
G1598	G265
G1598	G2653
G1598	G2662
G1598	G2771
G1598	G2811
G1598	G2816
G1598	G2829
G1598	G2877
G1598	G2896
G1598	G29
G1598	G2902
G1598	G2982
G1598	G3020
G1598	G3023
G1598	G3111
G1598	G3113
G1598	G3152
G1598	G3178
G1598	G3219
G1598	G3247
G1598	G3289
G1598	G3316
G1598	G3335
G1598	G336
G1598	G3381
G1598	G3395
G1598	G3424
G1598	G3495
G1598	G3543
G1598	G3565
G1598	G3569
G1598	G3654
G1598	G3670
G1598	G3677
G1598	G3690
G1598	G3715
G1598	G3716
G1598	G3721
G1598	G3762
G1598	G3791
G1598	G3837
G1598	G384
G1598	G3861
G1598	G3869
G1598	G3909
G1598	G394
G1598	G3947
G1598	G4007
G1598	G4033
G1598	G4062
G1598	G407
G1598	G4075
G1598	G4103
G1598	G4154
G1598	G4160
G1598	G4165
G1598	G4176
G1598	G4189
G1598	G4241
G1598	G4295
G1598	G4314
G1598	G4421
G1598	G4475
G1598	G505
G1598	G513
G1598	G550
G1598	G575
G1598	G738
G1598	G801
G1598	G804
G1598	G810
G1598	G855
G1598	G87
G1598	G882
G1598	G900
G1598	G943
G1598	G958
G1599	G2255
G1599	G2484
G1599	G2601
G1599	G3157
G1599	G4230
G1599	G4274
G1599	G581
G1599	G927
G16	G167
G16	G2122
G16	G2306
G16	G2778
G16	G2848
G160	G1974
G160	G3428
G160	G4122
G160	G4174
G1601	G2058
G1601	G2228
G1601	G2387
G1601	G243
G1601	G246
G1601	G2546
G1601	G2604
G1601	G2983
G1601	G3030
G1601	G3617
G1601	G4074
G1601	G4186
G1601	G4279
G1601	G4367
G1601	G545
G1601	G774
G1601	G823
G1603	G1721
G1603	G1727
G1603	G1813
G1603	G1861
G1603	G1902
G1603	G199
G1603	G2225
G1603	G2247
G1603	G2306
G1603	G244
G1603	G2544
G1603	G2556
G1603	G2589
G1603	G2619
G1603	G2733
G1603	G2751
G1603	G2859
G1603	G292
G1603	G2935
G1603	G3016
G1603	G3168
G1603	G3409
G1603	G3500
G1603	G3508
G1603	G3544
G1603	G3805
G1603	G392
G1603	G4040
G1603	G4042
G1603	G4066
G1603	G4252
G1603	G4455
G1603	G4474
G1603	G52
G1603	G526
G1603	G753
G1603	G768
G1603	G772
G1603	G983
G1603	G990
G1604	G2428
G1604	G2593
G1604	G3812
G1604	G471
G1604	G906
G1606	G1621
G1606	G1654
G1606	G1698
G1606	G1706
G1606	G1709
G1606	G1749
G1606	G1780
G1606	G1784
G1606	G1785
G1606	G179
G1606	G1816
G1606	G1822
G1606	G183
G1606	G1838
G1606	G1880
G1606	G1911
G1606	G1913
G1606	G1914
G1606	G1925
G1606	G1934
G1606	G1975
G1606	G1979
G1606	G1986
G1606	G2049
G1606	G2075
G1606	G2085
G1606	G2086
G1606	G2138
G1606	G2159
G1606	G2161
G1606	G2165
G1606	G2208
G1606	G2248
G1606	G2258
G1606	G2259
G1606	G23
G1606	G2329
G1606	G2338
G1606	G2390
G1606	G2405
G1606	G2418
G1606	G2452
G1606	G2460
G1606	G2476
G1606	G2509
G1606	G2528
G1606	G2547
G1606	G2573
G1606	G2579
G1606	G2582
G1606	G2591
G1606	G2616
G1606	G2643
G1606	G2644
G1606	G2682
G1606	G2683
G1606	G2684
G1606	G2716
G1606	G2717
G1606	G2771
G1606	G2794
G1606	G2797
G1606	G2811
G1606	G2850
G1606	G2852
G1606	G2853
G1606	G2877
G1606	G2896
G1606	G2902
G1606	G2908
G1606	G2915
G1606	G2927
G1606	G2928
G1606	G2975
G1606	G2993
G1606	G3009
G1606	G3055
G1606	G3102
G1606	G3136
G1606	G3143
G1606	G3178
G1606	G3197
G1606	G3280
G1606	G3300
G1606	G331
G1606	G3342
G1606	G3401
G1606	G341
G1606	G3413
G1606	G3420
G1606	G3456
G1606	G348
G1606	G3485
G1606	G3495
G1606	G3571
G1606	G3593
G1606	G3594
G1606	G3631
G1606	G3663
G1606	G3664
G1606	G3668
G1606	G3670
G1606	G3677
G1606	G3682
G1606	G3690
G1606	G3696
G1606	G3718
G1606	G3791
G1606	G3802
G1606	G3826
G1606	G3853
G1606	G386
G1606	G3919
G1606	G3939
G1606	G3945
G1606	G3947
G1606	G399
G1606	G4026
G1606	G4031
G1606	G4077
G1606	G4088
G1606	G4095
G1606	G4103
G1606	G4148
G1606	G4160
G1606	G4183
G1606	G4187
G1606	G4189
G1606	G420
G1606	G4223
G1606	G4238
