	cell_id	n_genes	total_counts
G4331	G4331	805	7030.7659
G4332	G4332	805	7280.591700000001
G4333	G4333	805	5296.7675
G4334	G4334	805	7905.1641
G4335	G4335	805	6209.9439999999995
G4336	G4336	805	6563.7942
G4337	G4337	805	8363.521
G4338	G4338	805	4532.0086
G4339	G4339	805	5608.410900000001
G4340	G4340	805	6612.1073
G4341	G4341	805	6878.3066
G4342	G4342	805	7241.038900000001
G4343	G4343	805	4972.1192
G4344	G4344	805	7628.7225
G4345	G4345	805	8469.451099999998
G4346	G4346	805	6330.1391
G4347	G4347	805	7722.1134
G4348	G4348	805	7184.4676
G4349	G4349	805	6276.382299999999
G4350	G4350	805	6750.1499
G4351	G4351	805	7152.4739
G4352	G4352	805	7368.1698
G4353	G4353	805	6629.9282
G4354	G4354	805	5211.6886
G4355	G4355	805	7608.5391
G4356	G4356	805	8056.255999999999
G4357	G4357	805	5840.3535999999995
G4358	G4358	805	7256.6789
G4359	G4359	805	7081.6393
G4360	G4360	805	6990.8677
G4361	G4361	805	8530.562600000001
G4362	G4362	805	6007.352000000001
G4363	G4363	805	6528.954299999999
G4364	G4364	805	5170.6211
G4365	G4365	805	6730.5054
G4366	G4366	805	6690.9355
G4367	G4367	805	6907.0495
G4368	G4368	805	7052.948399999999
G4369	G4369	805	7036.446
G4370	G4370	805	7410.9985
G4371	G4371	805	6749.317099999999
G4372	G4372	805	7246.989600000001
G4373	G4373	805	8316.7958
G4374	G4374	805	7881.1338
G4375	G4375	805	7237.7496
G4376	G4376	805	6633.518
G4377	G4377	805	6081.2901
G4378	G4378	805	7366.0446
G4379	G4379	805	7418.974899999999
G4380	G4380	805	7137.2099
G4381	G4381	805	7829.7411
G4382	G4382	805	9218.1528
G4383	G4383	805	5743.387699999999
G4384	G4384	805	6282.081
G4385	G4385	805	7387.2093
G4386	G4386	805	6374.3308
G4387	G4387	805	7140.531500000001
G4388	G4388	805	6546.2518
G4389	G4389	805	6276.4383
G4390	G4390	805	7321.3848
G4391	G4391	805	6033.6338
G4392	G4392	805	6276.9377
G4393	G4393	805	7108.2086
G4394	G4394	805	6939.8222000000005
G4395	G4395	805	5498.771000000001
G4396	G4396	805	7201.4916
G4397	G4397	805	6206.3209
G4398	G4398	805	7161.3463
G4399	G4399	805	6838.5094
G4400	G4400	805	7176.7728
G4401	G4401	805	6162.1924
G4402	G4402	805	7854.676200000001
G4403	G4403	805	3586.3223
G4404	G4404	805	6832.9657
G4405	G4405	805	7273.3009
G4406	G4406	805	6495.7636999999995
G4407	G4407	805	7611.3159000000005
G4408	G4408	805	6024.6591
G4409	G4409	805	6227.4526000000005
G4410	G4410	805	6763.3533
G4411	G4411	805	7448.1624
G4412	G4412	805	7536.0658
G4413	G4413	805	6540.8484
G4414	G4414	805	7692.930200000001
G4415	G4415	805	8373.61
G4416	G4416	805	6427.0606
G4417	G4417	805	7337.8094
G4418	G4418	805	5666.2649
G4419	G4419	805	6322.4216
G4420	G4420	805	6263.499
G4421	G4421	805	7885.8004
G4422	G4422	805	7789.9416
G4423	G4423	805	8188.6467
G4424	G4424	805	6533.3918
G4425	G4425	805	6014.0496
G4426	G4426	805	6619.0076
G4427	G4427	805	6569.379
G4428	G4428	805	6031.3697
G4429	G4429	805	6834.9455
G4430	G4430	805	7043.175
G4431	G4431	805	6023.1677
G4432	G4432	805	6996.3676000000005
G4433	G4433	805	6774.7979
G4434	G4434	805	6820.7649
G4435	G4435	805	9828.2719
G4436	G4436	805	6794.106300000001
G4437	G4437	805	7243.7073
G4438	G4438	805	6110.0181
G4439	G4439	805	7271.862000000001
G4440	G4440	805	7227.9156
G4441	G4441	805	5251.6873
G4442	G4442	805	6433.8429
G4443	G4443	805	5478.5812000000005
G4444	G4444	805	6689.2857
G4445	G4445	805	7154.4359
G4446	G4446	805	7277.344999999999
G4447	G4447	805	9225.2759
G4448	G4448	805	6884.0496
G4449	G4449	805	6717.8866
G4450	G4450	805	5930.721100000001
G4451	G4451	805	7428.5477
G4452	G4452	805	7580.573
G4453	G4453	805	6243.1258
G4454	G4454	805	6816.7238
G4455	G4455	805	7609.950999999999
G4456	G4456	805	6854.8932
G4457	G4457	805	5896.4193
G4458	G4458	805	6387.6314
G4459	G4459	805	7413.926799999999
G4460	G4460	805	7500.2193
G4461	G4461	805	7473.3895
G4462	G4462	805	6773.5618
G4463	G4463	805	6269.46
G4464	G4464	805	5284.4937
G4465	G4465	805	7909.0721
G4466	G4466	805	8969.7592
G4467	G4467	805	8342.917
G4468	G4468	805	6228.278
G4469	G4469	805	6507.7045
G4470	G4470	805	5668.2510999999995
G4471	G4471	805	6983.1773
G4472	G4472	805	6042.636699999999
G4473	G4473	805	8183.5535
G4474	G4474	805	6538.210000000001
G4475	G4475	805	7264.5234
G4476	G4476	805	6972.1134
G4477	G4477	805	6650.7203
G4478	G4478	805	6030.1341
G4479	G4479	805	7250.4681
G4480	G4480	805	7563.1926
G4481	G4481	805	8518.3935
G4482	G4482	805	7076.9056
G4483	G4483	805	7406.4545
G4484	G4484	805	6992.2416
G4485	G4485	805	6574.2731
G4486	G4486	805	7548.9547
G4487	G4487	805	6940.8537
G4488	G4488	805	6807.097099999999
G4489	G4489	805	7858.4071
G4490	G4490	805	6050.3604000000005
G4491	G4491	805	7835.0399
G4492	G4492	805	7426.831099999999
G4493	G4493	805	7272.9016
G4494	G4494	805	5674.1263
G4495	G4495	805	6652.8766000000005
G4496	G4496	805	8096.870999999999
G4497	G4497	805	7315.99
G4498	G4498	805	6278.0203
G4499	G4499	805	7426.6681
G4500	G4500	805	7466.7643
G4501	G4501	805	6697.501399999999
G4502	G4502	805	7274.121300000001
G4503	G4503	805	5889.179700000001
G4504	G4504	805	7730.120999999999
G4505	G4505	805	7191.8732
G4506	G4506	805	7000.6711
G4507	G4507	805	6416.8442000000005
G4508	G4508	805	6575.8189999999995
G4509	G4509	805	5290.4563
G4510	G4510	805	6314.2179
G4511	G4511	805	6973.5555
